Местное время в Благовещенске,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.02.2018 18:00,-13.0,743.0,,,44,Ветер; дующий с юга,2,,,50%., ,,,,,,,,,,,,,,,,,
07.02.2013 12:00,-19.4,758.2,771.8,,70,Ветер; дующий с северо-северо-запада,4,,,100%.,Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-23.5,,,,,,
07.02.2013 12:00,-19.4,758.3,771.8,0.6,70,Ветер; дующий с северо-северо-запада,4,,,100%.,Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-23.5,,,,,,
07.02.2013 09:00,-23.0,757.6,771.3,,79,Ветер; дующий с западо-северо-запада,2,,,70 – 80%., ,,,-30.2,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-25.6,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,33
07.02.2013 09:00,-23.0,757.7,771.4,1.1,79,Ветер; дующий с запада,2,,,70 – 80%., ,,,-30.2,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-25.6,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,33
07.02.2013 06:00,-26.2,756.5,770.3,,79,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-28.7,,,,,,
07.02.2013 06:00,-26.2,756.6,770.4,1.0,79,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-28.7,,,,,,
07.02.2013 03:00,-27.8,755.6,769.5,0.0,79,Ветер; дующий с запада,1,,,Облаков нет., ,,,,,,,,,,,-30.3,,,,,,
07.02.2013 03:00,-27.8,755.6,769.4,,79,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-30.3,,,,,,
07.02.2013 00:00,-28.3,755.6,769.4,,75,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-31.3,,,,,,
07.02.2013 00:00,-28.3,755.6,769.4,,75,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-31.3,,,,,,
06.02.2013 21:00,-27.2,755.5,769.3,0.6,69,Ветер; дующий с запада,1,,,100%., ,,,,-19.3,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-31.1,Осадков нет,12,,,,
06.02.2013 21:00,-27.2,755.4,769.3,,69,Ветер; дующий с запада,1,,,100%., ,,,,-19.3,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-31.1,Осадков нет,12,,,,
06.02.2013 18:00,-23.6,754.9,768.5,,70,Ветер; дующий с западо-северо-запада,1,,,70 – 80%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые когтевидные или нитевидные или первые и вторые; распространяющиеся по небу и в целом обычно уплотняющиеся.,,-27.6,,,,,,
06.02.2013 18:00,-23.6,754.9,768.6,0.1,70,Ветер; дующий с западо-северо-запада,1,,,70 – 80%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые когтевидные или нитевидные или первые и вторые; распространяющиеся по небу и в целом обычно уплотняющиеся.,,-27.6,,,,,,
06.02.2013 15:00,-19.8,754.7,768.2,,60,Ветер; дующий с северо-северо-запада,2,,,20–30%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-25.6,,,,,,
06.02.2013 15:00,-19.8,754.8,768.2,-0.7,60,Ветер; дующий с северо-северо-запада,2,,,20–30%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-25.6,,,,,,
06.02.2013 12:00,-22.9,755.5,769.0,,70,Ветер; дующий с северо-запада,4,,,10%  или менее; но не 0, ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-26.9,,,,,,
06.02.2013 12:00,-22.9,755.5,769.1,-0.9,70,Ветер; дующий с северо-запада,4,,,10%  или менее; но не 0, ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-26.9,,,,,,
06.02.2013 09:00,-32.6,756.3,770.6,,81,Ветер; дующий с запада,1,,,Облаков нет., ,,,-33.3,,,,,,,,-34.8,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,33
06.02.2013 09:00,-32.6,756.4,770.6,-0.2,81,Ветер; дующий с запада,1,,,Облаков нет., ,,,-33.3,,,,,,,,-34.8,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,33
06.02.2013 06:00,-32.5,756.6,770.8,-0.4,74,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-35.5,,,,,,
06.02.2013 06:00,-32.5,756.5,770.8,,75,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-35.5,,,,,,
06.02.2013 03:00,-31.8,756.9,771.1,,75,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-34.8,,,,,,
06.02.2013 03:00,-31.8,757.0,771.1,-0.6,75,Ветер; дующий с запада,1,,,Облаков нет., ,,,,,,,,,,,-34.8,,,,,,
06.02.2013 00:00,-30.0,757.6,771.7,-0.3,75,Ветер; дующий с запада,1,,,Облаков нет., ,,,,,,,,,,,-33.0,,,,,,
06.02.2013 00:00,-30.0,757.6,771.6,,75,Ветер; дующий с запада,1,,,Облаков нет., ,,,,,,,,,,,-33.0,,,,,,
05.02.2013 21:00,-27.1,757.8,771.7,,70,Штиль; безветрие,0,,,Облаков нет., ,,,,-19.3,,,,,,,-30.9,Осадков нет,12,,,,
05.02.2013 21:00,-27.1,757.9,771.7,0.0,70,Штиль; безветрие,0,,,Облаков нет., ,,,,-19.3,,,,,,,-30.9,Осадков нет,12,,,,
05.02.2013 18:00,-23.1,757.8,771.4,,60,Ветер; дующий с востоко-юго-востока,1,,,Облаков нет., ,,,,,,,,,,,-28.8,,,,,,
05.02.2013 18:00,-23.1,757.9,771.5,0.2,60,Ветер; дующий с востоко-юго-востока,1,,,Облаков нет., ,,,,,,,,,,,-28.8,,,,,,
05.02.2013 15:00,-20.3,757.6,771.2,,55,Ветер; дующий с востока,1,,,Облаков нет., ,,,,,,,,,,,-27.0,,,,,,
05.02.2013 15:00,-20.3,757.7,771.2,-0.2,55,Ветер; дующий с востока,1,,,Облаков нет., ,,,,,,,,,,,-27.0,,,,,,
05.02.2013 12:00,-24.6,757.8,771.5,,69,Ветер; дующий с западо-юго-запада,1,,,Облаков нет., ,,,,,,,,,,,-28.6,,,,,,
05.02.2013 12:00,-24.6,757.9,771.6,0.6,69,Ветер; дующий с западо-юго-запада,1,,,Облаков нет., ,,,,,,,,,,,-28.6,,,,,,
05.02.2013 09:00,-32.5,757.2,771.4,,75,Ветер; дующий с юго-запада,1,,,Облаков нет.,Дымка. ,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,-32.6,,,,,,,,-35.5,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,33
05.02.2013 09:00,-32.5,757.3,771.5,1.4,74,Ветер; дующий с юго-запада,1,,,Облаков нет.,Дымка. ,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,-32.6,,,,,,,,-35.5,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,33
05.02.2013 06:00,-30.6,755.8,770.0,,79,Ветер; дующий с запада,1,,,Облаков нет.,Дымка. ,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-33.0,,,,,,
05.02.2013 06:00,-30.6,755.9,770.0,0.6,79,Ветер; дующий с запада,1,,,Облаков нет.,Дымка. ,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-33.0,,,,,,
05.02.2013 03:00,-27.3,755.3,769.2,1.3,74,Ветер; дующий с запада,2,,,Облаков нет.,Дымка. ,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-30.5,,,,,,
05.02.2013 03:00,-27.3,755.2,769.1,,74,Ветер; дующий с запада,2,,,Облаков нет.,Дымка. ,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-30.5,,,,,,
05.02.2013 00:00,-27.3,754.0,767.8,,69,Ветер; дующий с запада,1,,,Облаков нет.,Дымка. ,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-31.2,,,,,,
05.02.2013 00:00,-27.3,754.0,767.9,1.1,69,Ветер; дующий с запада,1,,,Облаков нет.,Дымка. ,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-31.2,,,,,,
04.02.2013 21:00,-27.0,752.8,766.7,,69,Штиль; безветрие,0,,,Облаков нет.,Дымка. ,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,-13.9,,,,,,,-30.9,Осадков нет,12,,,,
04.02.2013 21:00,-27.0,752.8,766.7,,69,Штиль; безветрие,0,,,Облаков нет.,Дымка. ,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,-13.9,,,,,,,-30.9,Осадков нет,12,,,,
04.02.2013 18:00,-20.4,751.7,765.1,,55,Ветер; дующий с юго-востока,1,,,Облаков нет., ,,,,,,,,,,,-27.1,,,,,,
04.02.2013 18:00,-20.4,751.7,765.1,,55,Ветер; дующий с юго-востока,1,,,Облаков нет., ,,,,,,,,,,,-27.1,,,,,,
04.02.2013 15:00,-14.2,750.7,763.7,,35,Ветер; дующий с западо-северо-запада,2,,,Облаков нет., ,,,,,,,,,,,-26.4,,,,,,
04.02.2013 15:00,-14.2,750.7,763.8,-0.7,35,Ветер; дующий с западо-северо-запада,2,,,Облаков нет., ,,,,,,,,,,,-26.4,,,,,,
04.02.2013 12:00,-16.4,751.4,764.5,,50,Ветер; дующий с западо-юго-запада,3,,,Облаков нет., ,,,,,,,,,,,-24.4,,,,,,
04.02.2013 12:00,-16.4,751.4,764.5,-0.5,50,Ветер; дующий с западо-юго-запада,3,,,Облаков нет., ,,,,,,,,,,,-24.4,,,,,,
04.02.2013 09:00,-28.3,751.8,765.6,,75,Штиль; безветрие,0,,,Облаков нет., ,,,-29.4,,,,,,,,-31.3,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,34
04.02.2013 09:00,-28.3,751.9,765.7,0.2,75,Штиль; безветрие,0,,,Облаков нет., ,,,-29.4,,,,,,,,-31.3,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,34
04.02.2013 06:00,-27.6,751.7,765.5,-0.8,70,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-31.4,,,,,,
04.02.2013 06:00,-27.6,751.6,765.4,,70,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-31.4,,,,,,
04.02.2013 03:00,-23.6,752.4,766.0,,59,Ветер; дующий с запада,2,,,Облаков нет., ,,,,,,,,,,,-29.3,,,,,,
04.02.2013 03:00,-23.6,752.5,766.1,-0.3,60,Ветер; дующий с запада,2,,,Облаков нет., ,,,,,,,,,,,-29.3,,,,,,
04.02.2013 00:00,-19.6,752.8,766.2,0.0,50,Ветер; дующий с западо-северо-запада,2,,,40%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-27.4,,,,,,
04.02.2013 00:00,-19.6,752.7,766.1,,50,Ветер; дующий с западо-северо-запада,2,,,40%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-27.4,,,,,,
03.02.2013 21:00,-19.0,752.8,766.1,,45,Ветер; дующий с западо-северо-запада,3,,,20–30%.,Состояние неба в общем не изменилось. ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,-13.0,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-28.0,Осадков нет,12,,,,
03.02.2013 21:00,-19.0,752.8,766.2,-0.3,45,Ветер; дующий с западо-северо-запада,3,,,20–30%.,Состояние неба в общем не изменилось. ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,-13.0,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-28.0,Осадков нет,12,,,,
03.02.2013 18:00,-15.8,753.0,766.2,,35,Ветер; дующий с западо-северо-запада,2,,,Облаков нет.,Состояние неба в общем не изменилось. ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-27.8,,,,,,
03.02.2013 18:00,-15.8,753.1,766.3,0.1,35,Ветер; дующий с запада,2,,,Облаков нет.,Состояние неба в общем не изменилось. ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-27.8,,,,,,
03.02.2013 15:00,-13.2,752.9,766.0,,35,Ветер; дующий с запада,3,,10,Облаков нет., ,,,,,,,,,,,-25.5,,,,,,
03.02.2013 15:00,-13.2,753.0,766.1,-0.7,35,Ветер; дующий с запада,3,,10,Облаков нет.,Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-25.5,,,,,,
03.02.2013 12:00,-16.4,753.6,766.8,,50,Ветер; дующий с северо-запада,3,,,Облаков нет., ,,,,,,,,,,,-24.4,,,,,,
03.02.2013 12:00,-16.4,753.7,766.9,0.0,50,Ветер; дующий с северо-запада,3,,,Облаков нет., ,,,,,,,,,,,-24.4,,,,,,
03.02.2013 09:00,-24.2,753.6,767.2,,65,Ветер; дующий с западо-северо-запада,2,,,Облаков нет., ,,,-27.0,,,,,,,,-28.9,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,34
03.02.2013 09:00,-24.2,753.7,767.3,0.9,65,Ветер; дующий с запада,2,,,Облаков нет., ,,,-27.0,,,,,,,,-28.9,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,34
03.02.2013 06:00,-24.9,752.8,766.5,,69,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-28.9,,,,,,
03.02.2013 06:00,-24.9,752.8,766.6,0.9,69,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-28.9,,,,,,
03.02.2013 03:00,-27.0,751.9,765.6,0.0,74,Ветер; дующий с запада,1,,,Облаков нет., ,,,,,,,,,,,-30.2,,,,,,
03.02.2013 03:00,-27.0,751.8,765.5,,74,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-30.2,,,,,,
03.02.2013 00:00,-26.1,751.9,765.6,0.1,70,Ветер; дующий с запада,1,,,Облаков нет., ,,,,,,,,,,,-30.0,,,,,,
02.02.2013 21:00,-24.5,751.8,765.4,1.1,64,Штиль; безветрие,0,,,Облаков нет.,Состояние неба в общем не изменилось. ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,-14.7,,,,,,,-29.3,Осадков нет,12,,,,
02.02.2013 21:00,-24.5,751.7,765.3,,64,Штиль; безветрие,0,,,Облаков нет.,Состояние неба в общем не изменилось. ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,-14.7,,,,,,,-29.3,Осадков нет,12,,,,
02.02.2013 18:00,-18.8,750.7,764.0,0.7,55,Штиль; безветрие,0,,,Облаков нет.,Состояние неба в общем не изменилось. ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-25.6,,,,,,
02.02.2013 18:00,-18.8,750.7,764.0,,55,Штиль; безветрие,0,,,Облаков нет.,Состояние неба в общем не изменилось. ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-25.6,,,,,,
02.02.2013 15:00,-14.8,751.2,763.0,,45,Ветер; дующий с северо-запада,4,,11,Облаков нет.,Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-24.1,,,,,,
02.02.2013 15:00,-14.8,750.0,763.0,-0.1,45,Ветер; дующий с северо-запада,4,,11,Облаков нет.,Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-24.1,,,,,,
02.02.2013 12:00,-17.0,750.1,763.3,,50,Ветер; дующий с северо-запада,4,10,11,Облаков нет.,Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-25.0,,,,,,
02.02.2013 12:00,-17.0,750.1,763.3,,50,Ветер; дующий с северо-запада,4,10,11,Облаков нет.,Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-25.0,,,,,,
02.02.2013 09:00,-20.8,750.4,763.8,,60,Ветер; дующий с запада,4,,,Облаков нет., ,,,-23.5,,,,,,,,-26.5,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,35
02.02.2013 09:00,-20.8,750.4,763.9,-0.1,60,Ветер; дующий с запада,4,,,Облаков нет., ,,,-23.5,,,,,,,,-26.5,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,35
02.02.2013 06:00,-23.4,750.5,764.1,-0.2,60,Ветер; дующий с запада,1,,,Облаков нет., ,,,,,,,,,,,-29.1,,,,,,
02.02.2013 06:00,-23.4,750.4,764.0,,59,Ветер; дующий с запада,1,,,Облаков нет., ,,,,,,,,,,,-29.1,,,,,,
02.02.2013 03:00,-18.7,750.7,764.0,-0.3,45,Ветер; дующий с западо-северо-запада,2,,,Облаков нет., ,,,,,,,,,,,-27.7,,,,,,
02.02.2013 03:00,-18.7,750.7,764.0,,45,Ветер; дующий с западо-северо-запада,2,,,Облаков нет., ,,,,,,,,,,,-27.7,,,,,,
02.02.2013 00:00,-16.8,751.0,764.2,-0.6,55,Ветер; дующий с западо-северо-запада,3,,,60%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-23.7,,,,,,
02.02.2013 00:00,-16.8,750.9,764.1,,55,Ветер; дующий с западо-северо-запада,3,,,60%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-23.7,,,,,,
01.02.2013 21:00,-19.6,751.6,765.0,1.2,70,Штиль; безветрие,0,,12,Облаков нет.,Состояние неба в общем не изменилось. ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,-14.4,,,,,,,-23.7,2,12,,,,
01.02.2013 21:00,-19.6,751.6,764.9,,70,Штиль; безветрие,0,,12,Облаков нет.,Состояние неба в общем не изменилось. ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,-14.4,,,,,,,-23.7,2,12,,,,
01.02.2013 18:00,-14.9,750.4,763.4,,65,Ветер; дующий с северо-запада,3,10,12,40%.,Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-20.0,,,,,,
01.02.2013 18:00,-14.9,750.4,763.4,,65,Ветер; дующий с северо-запада,3,10,12,40%.,Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-20.0,,,,,,
01.02.2013 15:00,-14.5,748.6,761.6,1.2,75,Ветер; дующий с запада,4,,13,100%.,Снег с перерывами слабый в срок наблюдения. ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые просвечивающие.,,,-18.0,,,,,,
01.02.2013 15:00,-14.5,748.5,761.6,,75,Ветер; дующий с запада,4,,13,100%.,Снег с перерывами слабый в срок наблюдения. ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые просвечивающие.,,,-18.0,,,,,,
01.02.2013 12:00,-15.8,747.4,760.5,,80,Ветер; дующий с запада,4,12,13,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-18.5,,,,,,
01.02.2013 12:00,-15.8,747.4,760.6,1.3,80,Ветер; дующий с запада,4,12,13,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-18.5,,,,,,
01.02.2013 09:00,-17.0,746.1,759.2,-0.2,85,Ветер; дующий с западо-северо-запада,6,13,13,100%.,Снег непрерывный умеренный в срок наблюдения. ,Ливень (ливни).,Снег или дождь со снегом.,-17.0,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,1000-1500,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-18.9,8,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,37
01.02.2013 09:00,-17.0,746.0,759.2,,85,Ветер; дующий с западо-северо-запада,6,13,13,100%.,Снег непрерывный умеренный в срок наблюдения. ,Ливень (ливни).,Снег или дождь со снегом.,-17.0,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,1000-1500,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-18.9,8,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,37
01.02.2013 06:00,-16.8,746.2,759.4,,85,Ветер; дующий с северо-запада,3,,,100%.,Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ,Ливень (ливни).,Песчаная или пыльная буря или снежная низовая метель.,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,-18.7,,,,,,
01.02.2013 06:00,-16.8,746.3,759.4,-3.2,85,Ветер; дующий с северо-запада,3,,,100%.,Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ,Ливень (ливни).,Песчаная или пыльная буря или снежная низовая метель.,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,-18.7,,,,,,
